Actual,Predicted,Difference
268300,278205.0,-9905.0
282700,259850.0,22850.0
231200,240291.0,-9091.0
348600,345342.0,3258.0
361800,348526.0,13274.0
393700,406605.0,-12905.0
416100,403483.0,12617.0
138400,158679.0,-20279.0
357600,376760.0,-19160.0
297200,276443.0,20757.0
304000,313380.0,-9380.0
322500,211841.0,110659.0
364600,359085.0,5515.0
513600,486176.0,27424.0
361800,256912.0,104888.0
850000,853987.0,-3987.0
305000,321856.0,-16856.0
313000,304991.0,8009.0
300600,302148.0,-1548.0
197500,191335.0,6165.0
357500,356454.0,1046.0
337700,330269.0,7431.0
250100,253247.0,-3147.0
223300,206145.0,17155.0
333300,323946.0,9354.0
358000,350319.0,7681.0
544000,670928.0,-126928.0
458200,469926.0,-11726.0
357500,392092.0,-34592.0
437100,441259.0,-4159.0
243800,249127.0,-5327.0
278000,270411.0,7589.0
373300,313006.0,60294.0
339100,387357.0,-48257.0
223200,227559.0,-4359.0
79800,177346.0,-97546.0
234900,236758.0,-1858.0
1002500,880229.0,122271.0
247700,223207.0,24493.0
423800,400239.0,23561.0
210600,205937.0,4663.0
377700,348706.0,28994.0
1100000,867136.0,232864.0
378700,358818.0,19882.0
607100,559359.0,47741.0
366400,363435.0,2965.0
240100,253643.0,-13543.0
425600,729385.0,-303785.0
334500,338444.0,-3944.0
318300,323889.0,-5589.0
492100,481522.0,10578.0
285400,270618.0,14782.0
513700,488078.0,25622.0
810600,850093.0,-39493.0
257700,254828.0,2872.0
280900,251337.0,29563.0
94300,151424.0,-57124.0
489300,494177.0,-4877.0
347100,203441.0,143659.0
206400,189367.0,17033.0
338400,340095.0,-1695.0
153100,146326.0,6774.0
351800,340448.0,11352.0
779200,730717.0,48483.0
484400,464127.0,20273.0
536700,513053.0,23647.0
1074100,1026989.0,47111.0
233600,256219.0,-22619.0
236800,233128.0,3672.0
788500,641614.0,146886.0
506600,531321.0,-24721.0
215600,183013.0,32587.0
435300,432763.0,2537.0
396300,374951.0,21349.0
366700,284718.0,81982.0
267500,256859.0,10641.0
431500,426541.0,4959.0
147400,131393.0,16007.0
356100,375287.0,-19187.0
247600,224380.0,23220.0
597900,655965.0,-58065.0
192600,193309.0,-709.0
238700,229459.0,9241.0
299900,311790.0,-11890.0
513700,492368.0,21332.0
373400,405060.0,-31660.0
345200,334689.0,10511.0
675000,684101.0,-9101.0
607100,561137.0,45963.0
251300,251158.0,142.0
423000,388752.0,34248.0
330700,329195.0,1505.0
330100,303199.0,26901.0
423600,428282.0,-4682.0
231600,248016.0,-16416.0
334800,330103.0,4697.0
207000,233914.0,-26914.0
220000,230895.0,-10895.0
249000,254980.0,-5980.0
320500,308551.0,11949.0
279400,225509.0,53891.0
226100,228325.0,-2225.0
496400,356950.0,139450.0
211500,202803.0,8697.0
417300,387984.0,29316.0
195300,187770.0,7530.0
596400,506001.0,90399.0
484800,542777.0,-57977.0
236200,250759.0,-14559.0
263400,275415.0,-12015.0
356000,354946.0,1054.0
370900,411788.0,-40888.0
325300,249554.0,75746.0
296100,288344.0,7756.0
221600,228458.0,-6858.0
826500,873797.0,-47297.0
584300,547920.0,36380.0
758700,725990.0,32710.0
237500,218551.0,18949.0
464000,459199.0,4801.0
363700,347695.0,16005.0
306000,292166.0,13834.0
340500,401380.0,-60880.0
652900,519857.0,133043.0
252400,244736.0,7664.0
248000,254668.0,-6668.0
365300,375467.0,-10167.0
324100,308391.0,15709.0
268000,265976.0,2024.0
428900,489591.0,-60691.0
593800,535093.0,58707.0
252000,258501.0,-6501.0
261200,249082.0,12118.0
359600,302128.0,57472.0
212500,198513.0,13987.0
381000,399929.0,-18929.0
228700,228376.0,324.0
196600,187512.0,9088.0
214500,235387.0,-20887.0
492500,662561.0,-170061.0
209800,204293.0,5507.0
225900,180729.0,45171.0
30000,67672.0,-37672.0
464900,469117.0,-4217.0
587600,590049.0,-2449.0
249300,248813.0,487.0
371800,348261.0,23539.0
310200,317573.0,-7373.0
614000,580508.0,33492.0
283300,252754.0,30546.0
239400,247848.0,-8448.0
460900,398439.0,62461.0
191400,220363.0,-28963.0
390800,220494.0,170306.0
441000,421612.0,19388.0
255600,242937.0,12663.0
250100,236254.0,13846.0
241300,239533.0,1767.0
353800,361549.0,-7749.0
425100,351241.0,73859.0
217200,244086.0,-26886.0
551500,512588.0,38912.0
360900,353190.0,7710.0
297600,272018.0,25582.0
259500,306495.0,-46995.0
255800,260605.0,-4805.0
194600,241640.0,-47040.0
587400,553421.0,33979.0
253300,332447.0,-79147.0
238500,242292.0,-3792.0
553100,598095.0,-44995.0
430400,430882.0,-482.0
505700,494487.0,11213.0
545500,509033.0,36467.0
253500,254277.0,-777.0
380100,367991.0,12109.0
667100,597145.0,69955.0
241100,236357.0,4743.0
211000,214058.0,-3058.0
164900,170675.0,-5775.0
284600,283624.0,976.0
256000,276346.0,-20346.0
226300,173498.0,52802.0
337700,334578.0,3122.0
326100,341494.0,-15394.0
756500,712011.0,44489.0
314800,278543.0,36257.0
506000,492520.0,13480.0
289000,280343.0,8657.0
444300,461885.0,-17585.0
243900,245529.0,-1629.0
488100,475502.0,12598.0
233200,244925.0,-11725.0
425000,374374.0,50626.0
413500,455817.0,-42317.0
345300,305360.0,39940.0
273200,226177.0,47023.0
256900,263145.0,-6245.0
263800,229841.0,33959.0
171500,204412.0,-32912.0
399300,394663.0,4637.0
322000,320102.0,1898.0
220500,229539.0,-9039.0
450500,430525.0,19975.0
465500,444046.0,21454.0
418300,363259.0,55041.0
444000,434874.0,9126.0
369600,361125.0,8475.0
505000,501195.0,3805.0
504200,497845.0,6355.0
239000,235788.0,3212.0
243900,243993.0,-93.0
466800,430471.0,36329.0
446100,346801.0,99299.0
452700,440647.0,12053.0
230600,245814.0,-15214.0
127700,161648.0,-33948.0
224800,272470.0,-47670.0
434900,430197.0,4703.0
484900,476382.0,8518.0
389700,338994.0,50706.0
671000,647571.0,23429.0
563200,543300.0,19900.0
265800,265779.0,21.0
420400,352290.0,68110.0
491100,491697.0,-597.0
573500,549002.0,24498.0
480500,432938.0,47562.0
281700,289192.0,-7492.0
1005800,830637.0,175163.0
378000,351832.0,26168.0
276400,286298.0,-9898.0
298600,273855.0,24745.0
599000,570228.0,28772.0
356700,352876.0,3824.0
240400,237157.0,3243.0
219600,235607.0,-16007.0
331400,334316.0,-2916.0
615700,664224.0,-48524.0
332100,285957.0,46143.0
151500,154501.0,-3001.0
451900,446784.0,5116.0
583300,554683.0,28617.0
577300,542924.0,34376.0
660400,639368.0,21032.0
275600,288420.0,-12820.0
430700,422756.0,7944.0
600000,835645.0,-235645.0
316500,261627.0,54873.0
888800,846623.0,42177.0
274500,279208.0,-4708.0
248400,240906.0,7494.0
451700,493189.0,-41489.0
788100,781337.0,6763.0
505600,395169.0,110431.0
236300,232100.0,4200.0
302400,294647.0,7753.0
185800,156356.0,29444.0
607300,578575.0,28725.0
388400,372021.0,16379.0
348300,326032.0,22268.0
511500,536044.0,-24544.0
271500,264362.0,7138.0
408600,387834.0,20766.0
284100,273407.0,10693.0
224100,197656.0,26444.0
346800,398019.0,-51219.0
234500,212630.0,21870.0
201400,183190.0,18210.0
404300,406589.0,-2289.0
935000,902319.0,32681.0
364800,368638.0,-3838.0
363200,338567.0,24633.0
932100,923141.0,8959.0
275200,287067.0,-11867.0
366900,340772.0,26128.0
368100,380597.0,-12497.0
246100,208683.0,37417.0
275700,277112.0,-1412.0
389300,396397.0,-7097.0
243400,240027.0,3373.0
342200,331851.0,10349.0
350400,372191.0,-21791.0
237700,217669.0,20031.0
269900,267768.0,2132.0
228600,230091.0,-1491.0
213500,231148.0,-17648.0
445500,417602.0,27898.0
374500,365745.0,8755.0
258800,247175.0,11625.0
400600,426228.0,-25628.0
499200,475373.0,23827.0
275000,267998.0,7002.0
538100,560153.0,-22053.0
458200,452252.0,5948.0
212700,205044.0,7656.0
236900,250729.0,-13829.0
283800,302776.0,-18976.0
381000,422221.0,-41221.0
279100,255325.0,23775.0
294500,312824.0,-18324.0
419100,434308.0,-15208.0
240200,250800.0,-10600.0
261000,218481.0,42519.0
375400,338671.0,36729.0
122200,137752.0,-15552.0
599800,560351.0,39449.0
374200,402706.0,-28506.0
313600,378477.0,-64877.0
535500,540222.0,-4722.0
292200,295823.0,-3623.0
214400,203297.0,11103.0
440000,448989.0,-8989.0
631700,580356.0,51344.0
352500,349696.0,2804.0
360000,351229.0,8771.0
280600,319415.0,-38815.0
270200,261155.0,9045.0
62500,98679.0,-36179.0
244200,243786.0,414.0
512800,494543.0,18257.0
395500,373750.0,21750.0
213800,186180.0,27620.0
